Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aclnnInplaceCopy,,,77.99,77.99,14.36,14.36,0,0
aten::silu,,,6.98,27.52,0,19.222,0,0
empty_tensor,,,6.61,6.61,0,0,0,0
aclnnSilu,,,13.93,13.93,19.222,19.222,0,0
aten::to,,,1.48,21.63,0,10.142,0,0
npu::_npu_dtype_cast,,,4.48,20.15,0,10.142,0,0
empty_tensor,,,4.66,4.66,0,0,0,0
aclnnCast,,,11.01,11.01,10.142,10.142,0,0
aten::cat,,,35.72,82.33,0,36.024,0,0
empty_tensor,,,3.53,3.53,0,0,0,0
aclnnCat,,,43.08,43.08,36.024,36.024,0,0
aten::cat,,,22.19,51.63,0,9.7,0,0
empty_tensor,,,4.91,4.91,0,0,0,0
aclnnCat,,,24.53,24.53,9.7,9.7,0,0
aten::transpose,,,3.02,5.81,0,0,0,0
aten::as_strided,,,2.79,2.79,0,0,0,0
aten::transpose,,,0.81,1.77,0,0,0,0
aten::as_strided,,,0.96,0.96,0,0,0,0
aten::contiguous,,,1.77,76.94,0,35.284,0,0
aten::clone,,,3.29,75.17,0,35.284,0,0
empty_tensor,,,3.74,3.74,0,0,0,0
aten::copy_,,,39.65,68.14,0,35.284,0,0
aclnnInplaceCopy,,,28.49,28.49,35.284,35.284,0,0
aten::slice,,,5.39,7.27,0,0,0,0
aten::as_strided,,,1.88,1.88,0,0,0,0
aten::slice,,,1.63,2.54,0,0,0,0
aten::as_strided,,,0.91,0.91,0,0,0,0
aten::sub,,,8.64,28.5,0,1.28,0,0
empty_tensor,,,3.36,3.36,0,0,0,0
aclnnSub,,,16.5,16.5,1.28,1.28,0,0
aten::resolve_conj,,,0.64,0.64,0,0,0,0
aten::resolve_neg,,,0.53,0.53,0,0,0,0
aten::to,,,2.21,59.99,0,0,0,0
aten::_to_copy,,,3.29,57.78,0,0,0,0
aten::empty,,,3.76,3.76,0,0,0,0
aten::copy_,,,50.73,50.73,0,0,0,0
aten::split_with_sizes,,,4.27,10.0,0,0,0,0
aten::as_strided,,,2.47,2.47,0,0,0,0
aten::as_strided,,,0.72,0.72,0,0,0,0
aten::as_strided,,,0.68,0.68,0,0,0,0
aten::as_strided,,,1.18,1.18,0,0,0,0
aten::as_strided,,,0.68,0.68,0,0,0,0
aten::slice,,,2.96,4.09,0,0,0,0
aten::as_strided,,,1.13,1.13,0,0,0,0
aten::slice,,,1.55,2.69,0,0,0,0
aten::as_strided,,,1.14,1.14,0,0,0,0
aten::arange,,,9.76,35.18,0,7.78,0,0
empty_tensor,,,5.0,5.0,0,0,0,0
aclnnArange,,,20.42,20.42,7.78,7.78,0,0
aten::unsqueeze,,,2.76,3.78,0,0,0,0
aten::as_strided,,,1.02,1.02,0,0,0,0
aten::sub,,,39.68,94.8,0,1.42,0,0
empty_tensor,,,2.87,2.87,0,0,0,0
aten::item,,,1.27,2.3,0,0,0,0
aten::_local_scalar_dense,,,1.03,1.03,0,0,0,0
aclnnSubs,,,49.95,49.95,1.42,1.42,0,0
aten::unsqueeze,,,1.72,3.3,0,0,0,0
aten::as_strided,,,1.58,1.58,0,0,0,0
aten::add,,,12.07,35.26,0,3.7800000000000002,0,0
empty_tensor,,,4.25,4.25,0,0,0,0
aclnnAdd,,,18.94,18.94,3.7800000000000002,3.7800000000000002,0,0
aten::index,,,70.82,132.81,0,57.846,0,0
empty_tensor,,,1.77,1.77,0,0,0,0
empty_tensor,,,2.58,2.58,0,0,0,0
aclnnIndex,,,57.64,57.64,57.846,57.846,0,0
aten::permute,,,2.19,4.36,0,0,0,0
aten::as_strided,,,2.17,2.17,0,0,0,0
aten::select,,,5.11,6.31,0,0,0,0
aten::as_strided,,,1.2,1.2,0,0,0,0
aten::eq,,,7.63,27.49,0,1.76,0,0
empty_tensor,,,3.76,3.76,0,0,0,0
aclnnEqScalar,,,16.1,16.1,1.76,1.76,0,0
aten::is_nonzero,,,1.48,50.24,0,0,0,0
aten::item,,,1.45,48.76,0,0,0,0
aten::_local_scalar_dense,,,47.31,47.31,0,0,0,0
aten::select,,,4.64,6.26,0,0,0,0
aten::as_strided,,,1.62,1.62,0,0,0,0
aten::item,,,1.32,26.02,0,0,0,0
aten::_local_scalar_dense,,,24.7,24.7,0,0,0,0
aten::select,,,3.16,4.99,0,0,0,0
aten::as_strided,,,1.83,1.83,0,0,0,0
aten::alias,,,2.54,2.54,0,0,0,0
aten::unsqueeze,,,2.07,3.16,0,0,0,0
aten::as_strided,,,1.09,1.09,0,0,0,0
aten::select,,,1.46,2.26,0,0,0,0
aten::as_strided,,,0.8,0.8,0,0,0,0
aten::item,,,0.79,23.24,0,0,0,0
aten::_local_scalar_dense,,,22.45,22.45,0,0,0,0
aten::select,,,2.43,4.03,0,0,0,0
aten::as_strided,,,1.6,1.6,0,0,0,0
aten::alias,,,1.32,1.32,0,0,0,0
aten::to,,,2.37,134.85,0,5.46,0,0
npu::_npu_dtype_cast,,,55.91,132.48,0,5.46,0,0
empty_tensor,,,6.04,6.04,0,0,0,0
aclnnCast,,,70.53,70.53,5.46,5.46,0,0
aten::cat,,,49.76,106.91,0,15.362,0,0
empty_tensor,,,4.41,4.41,0,0,0,0
aclnnCat,,,52.74,52.74,15.362,15.362,0,0
aten::unsqueeze,,,4.97,7.29,0,0,0,0
aten::as_strided,,,2.32,2.32,0,0,0,0
aten::conv1d,,,2.65,150.85,0,108.872,0,6.462
aten::unsqueeze,,,0.94,1.96,0,0,0,0
aten::as_strided,,,1.02,1.02,0,0,0,0
aten::convolution,,,3.37,144.69,0,108.872,0,6.462
aten::_convolution,,,42.23,141.32,0,108.872,0,6.462
aten::unsqueeze,,,0.9,1.94,0,0,0,0
aten::as_strided,,,1.04,1.04,0,0,0,0
aten::unsqueeze,,,1.42,2.2,0,0,0,0
aten::as_strided,,,0.78,0.78,0,0,0,0
empty_tensor,,,4.66,4.66,0,0,0,0
format_contiguousV2,,,0.9,0.9,0,0,0,0
Conv2D,,,85.42,85.42,108.872,108.872,6.462,6.462
aten::squeeze,,,2.29,3.97,0,0,0,0
aten::as_strided,,,1.68,1.68,0,0,0,0
aten::squeeze,,,0.78,1.55,0,0,0,0
aten::as_strided,,,0.77,0.77,0,0,0,0
aten::alias,,,2.07,2.07,0,0,0,0
aten::pad,,,23.79,66.8,0,9.52,0,0
aten::constant_pad_nd,,,12.49,43.01,0,9.52,0,0
empty_tensor,,,9.34,9.34,0,0,0,0
aclnnConstantPadNd,,,21.18,21.18,9.52,9.52,0,0
aten::to,,,2.13,22.53,0,1.422,0,0
npu::_npu_dtype_cast,,,5.05,20.4,0,1.422,0,0
empty_tensor,,,3.31,3.31,0,0,0,0
aclnnCast,,,12.04,12.04,1.422,1.422,0,0
aten::copy_,,,57.18,133.58,0,15.082,0,0
aclnnInplaceCopy,,,76.4,76.4,15.082,15.082,0,0
aten::silu,,,6.37,24.11,0,1.38,0,0
empty_tensor,,,4.04,4.04,0,0,0,0
aclnnSilu,,,13.7,13.7,1.38,1.38,0,0
aten::to,,,1.46,20.03,0,1.3,0,0
npu::_npu_dtype_cast,,,4.51,18.57,0,1.3,0,0
empty_tensor,,,2.99,2.99,0,0,0,0
aclnnCast,,,11.07,11.07,1.3,1.3,0,0
aten::select,,,5.88,7.85,0,0,0,0
aten::as_strided,,,1.97,1.97,0,0,0,0
aten::eq,,,5.72,22.7,0,1.62,0,0
empty_tensor,,,3.12,3.12,0,0,0,0
aclnnEqScalar,,,13.86,13.86,1.62,1.62,0,0
aten::is_nonzero,,,1.41,53.32,0,0,0,0
aten::item,,,1.48,51.91,0,0,0,0
aten::_local_scalar_dense,,,50.43,50.43,0,0,0,0
aten::select,,,4.48,6.5,0,0,0,0
aten::as_strided,,,2.02,2.02,0,0,0,0
aten::item,,,1.06,24.27,0,0,0,0
aten::_local_scalar_dense,,,23.21,23.21,0,0,0,0
aten::select,,,2.76,4.3,0,0,0,0
aten::as_strided,,,1.54,1.54,0,0,0,0
aten::alias,,,2.55,2.55,0,0,0,0
aten::unsqueeze,,,2.37,3.36,0,0,0,0
aten::as_strided,,,0.99,0.99,0,0,0,0
aten::select,,,1.75,2.52,0,0,0,0
aten::as_strided,,,0.77,0.77,0,0,0,0
aten::item,,,0.98,20.97,0,0,0,0
aten::_local_scalar_dense,,,19.99,19.99,0,0,0,0
aten::select,,,2.35,3.42,0,0,0,0
aten::as_strided,,,1.07,1.07,0,0,0,0
aten::alias,,,1.5,1.5,0,0,0,0
aten::to,,,1.88,134.15,0,5.720000000000001,0,0
npu::_npu_dtype_cast,,,55.89,132.27,0,5.720000000000001,0,0
empty_tensor,,,5.24,5.24,0,0,0,0
aclnnCast,,,71.14,71.14,5.720000000000001,5.720000000000001,0,0
aten::cat,,,48.46,105.9,0,14.782,0,0
empty_tensor,,,4.5,4.5,0,0,0,0
aclnnCat,,,52.94,52.94,14.782,14.782,0,0
aten::unsqueeze,,,5.07,7.31,0,0,0,0
aten::as_strided,,,2.24,2.24,0,0,0,0
aten::conv1d,,,3.03,163.1,0,102.312,0,6.562
aten::unsqueeze,,,0.93,2.05,0,0,0,0
aten::as_strided,,,1.12,1.12,0,0,0,0
aten::convolution,,,3.27,156.75,0,102.312,0,6.562
aten::_convolution,,,46.84,153.48,0,102.312,0,6.562
aten::unsqueeze,,,0.87,2.04,0,0,0,0
aten::as_strided,,,1.17,1.17,0,0,0,0
aten::unsqueeze,,,1.27,2.15,0,0,0,0
aten::as_strided,,,0.88,0.88,0,0,0,0
empty_tensor,,,4.52,4.52,0,0,0,0
format_contiguousV2,,,1.04,1.04,0,0,0,0
Conv2D,,,86.0,86.0,102.312,102.312,6.562,6.562
aten::squeeze,,,9.23,10.89,0,0,0,0
aten::as_strided,,,1.66,1.66,0,0,0,0
aten::squeeze,,,0.72,1.27,0,0,0,0
aten::as_strided,,,0.55,0.55,0,0,0,0
aten::alias,,,2.0,2.0,0,0,0,0
aten::pad,,,1.82,44.51,0,9.442,0,0
aten::constant_pad_nd,,,11.7,42.69,0,9.442,0,0
empty_tensor,,,5.93,5.93,0,0,0,0
aclnnConstantPadNd,,,25.06,25.06,9.442,9.442,0,0
aten::to,,,1.98,23.37,0,1.52,0,0
npu::_npu_dtype_cast,,,5.37,21.39,0,1.52,0,0
empty_tensor,,,3.58,3.58,0,0,0,0
aclnnCast,,,12.44,12.44,1.52,1.52,0,0
aten::copy_,,,81.8,171.65,0,14.622,0,0
aclnnInplaceCopy,,,89.85,89.85,14.622,14.622,0,0
aten::silu,,,6.6,24.21,0,1.3,0,0
empty_tensor,,,4.62,4.62,0,0,0,0
aclnnSilu,,,12.99,12.99,1.3,1.3,0,0
aten::to,,,1.5,19.17,0,1.242,0,0
npu::_npu_dtype_cast,,,4.12,17.67,0,1.242,0,0
empty_tensor,,,3.07,3.07,0,0,0,0
aclnnCast,,,10.48,10.48,1.242,1.242,0,0
aten::select,,,5.88,7.95,0,0,0,0
aten::as_strided,,,2.07,2.07,0,0,0,0
aten::eq,,,6.24,22.28,0,1.7,0,0
empty_tensor,,,2.41,2.41,0,0,0,0
aclnnEqScalar,,,13.63,13.63,1.7,1.7,0,0
aten::is_nonzero,,,1.39,50.41,0,0,0,0
aten::item,,,1.45,49.02,0,0,0,0
aten::_local_scalar_dense,,,47.57,47.57,0,0,0,0
aten::select,,,4.31,6.03,0,0,0,0
aten::as_strided,,,1.72,1.72,0,0,0,0
aten::item,,,1.81,24.31,0,0,0,0
aten::_local_scalar_dense,,,22.5,22.5,0,0,0,0
aten::select,,,2.58,4.13,0,0,0,0
aten::as_strided,,,1.55,1.55,0,0,0,0
aten::alias,,,2.41,2.41,0,0,0,0
aten::unsqueeze,,,2.13,3.03,0,0,0,0
aten::as_strided,,,0.9,0.9,0,0,0,0
aten::select,,,1.42,2.97,0,0,0,0
aten::as_strided,,,1.55,1.55,0,0,0,0
aten::item,,,0.87,20.98,0,0,0,0
aten::_local_scalar_dense,,,20.11,20.11,0,0,0,0
aten::select,,,2.2,3.24,0,0,0,0
aten::as_strided,,,1.04,1.04,0,0,0,0
aten::alias,,,1.41,1.41,0,0,0,0
aten::to,,,1.97,134.19,0,5.74,0,0
npu::_npu_dtype_cast,,,55.84,132.22,0,5.74,0,0
empty_tensor,,,6.09,6.09,0,0,0,0
aclnnCast,,,70.29,70.29,5.74,5.74,0,0
aten::cat,,,49.23,105.31,0,16.381999999999998,0,0
empty_tensor,,,4.22,4.22,0,0,0,0
aclnnCat,,,51.86,51.86,16.381999999999998,16.381999999999998,0,0
aten::unsqueeze,,,4.78,6.98,0,0,0,0
aten::as_strided,,,2.2,2.2,0,0,0,0
aten::conv1d,,,2.73,151.37,0,101.408,0,5.98
aten::unsqueeze,,,1.61,2.55,0,0,0,0
aten::as_strided,,,0.94,0.94,0,0,0,0
aten::convolution,,,3.28,144.81,0,101.408,0,5.98
aten::_convolution,,,44.0,141.53,0,101.408,0,5.98
aten::unsqueeze,,,0.77,1.75,0,0,0,0
aten::as_strided,,,0.98,0.98,0,0,0,0
aten::unsqueeze,,,1.45,2.18,0,0,0,0
aten::as_strided,,,0.73,0.73,0,0,0,0
empty_tensor,,,4.73,4.73,0,0,0,0
format_contiguousV2,,,0.97,0.97,0,0,0,0
Conv2D,,,84.4,84.4,101.408,101.408,5.98,5.98
aten::squeeze,,,1.9,3.5,0,0,0,0
aten::as_strided,,,1.6,1.6,0,0,0,0
aten::squeeze,,,0.68,1.28,0,0,0,0
aten::as_strided,,,0.6,0.6,0,0,0,0
aten::alias,,,1.95,1.95,0,0,0,0
aten::pad,,,2.3,39.03,0,9.48,0,0
aten::constant_pad_nd,,,10.7,36.73,0,9.48,0,0
empty_tensor,,,5.09,5.09,0,0,0,0
aclnnConstantPadNd,,,20.94,20.94,9.48,9.48,0,0
aten::to,,,1.88,22.22,0,1.442,0,0
npu::_npu_dtype_cast,,,5.31,20.34,0,1.442,0,0
empty_tensor,,,3.17,3.17,0,0,0,0
aclnnCast,,,11.86,11.86,1.442,1.442,0,0
aten::copy_,,,57.11,134.1,0,15.1,0,0
aclnnInplaceCopy,,,76.99,76.99,15.1,15.1,0,0
aten::silu,,,6.66,23.34,0,1.342,0,0
empty_tensor,,,4.24,4.24,0,0,0,0
aclnnSilu,,,12.44,12.44,1.342,1.342,0,0
aten::to,,,1.29,19.22,0,1.18,0,0
npu::_npu_dtype_cast,,,4.19,17.93,0,1.18,0,0
empty_tensor,,,2.67,2.67,0,0,0,0
aclnnCast,,,11.07,11.07,1.18,1.18,0,0
aten::select,,,5.75,7.79,0,0,0,0
aten::as_strided,,,2.04,2.04,0,0,0,0
aten::eq,,,6.08,21.24,0,1.72,0,0
empty_tensor,,,2.49,2.49,0,0,0,0
aclnnEqScalar,,,12.67,12.67,1.72,1.72,0,0
aten::is_nonzero,,,1.35,49.77,0,0,0,0
aten::item,,,1.4,48.42,0,0,0,0
aten::_local_scalar_dense,,,47.02,47.02,0,0,0,0
aten::select,,,4.29,6.28,0,0,0,0
aten::as_strided,,,1.99,1.99,0,0,0,0
aten::item,,,1.04,22.22,0,0,0,0
aten::_local_scalar_dense,,,21.18,21.18,0,0,0,0
aten::select,,,2.54,4.07,0,0,0,0
aten::as_strided,,,1.53,1.53,0,0,0,0
aten::alias,,,2.92,2.92,0,0,0,0
aten::unsqueeze,,,2.7,3.62,0,0,0,0
aten::as_strided,,,0.92,0.92,0,0,0,0
aten::select,,,1.35,2.12,0,0,0,0
aten::as_strided,,,0.77,0.77,0,0,0,0
aten::item,,,0.81,21.12,0,0,0,0
aten::_local_scalar_dense,,,20.31,20.31,0,0,0,0
aten::select,,,2.65,3.7,0,0,0,0
aten::as_strided,,,1.05,1.05,0,0,0,0
aten::alias,,,2.15,2.15,0,0,0,0
aten::to,,,1.89,132.0,0,5.640000000000001,0,0
npu::_npu_dtype_cast,,,55.8,130.11,0,5.640000000000001,0,0
empty_tensor,,,4.86,4.86,0,0,0,0
aclnnCast,,,69.45,69.45,5.640000000000001,5.640000000000001,0,0
aten::cat,,,49.22,113.45,0,19.444,0,0
empty_tensor,,,4.12,4.12,0,0,0,0
aclnnCat,,,60.11,60.11,19.444,19.444,0,0
aten::unsqueeze,,,5.51,7.66,0,0,0,0
aten::as_strided,,,2.15,2.15,0,0,0,0
aten::conv1d,,,2.6,153.28,0,101.772,0,6.482
aten::unsqueeze,,,0.81,1.96,0,0,0,0
aten::as_strided,,,1.15,1.15,0,0,0,0
aten::convolution,,,3.18,147.04,0,101.772,0,6.482
aten::_convolution,,,44.3,143.86,0,101.772,0,6.482
aten::unsqueeze,,,0.84,2.21,0,0,0,0
aten::as_strided,,,1.37,1.37,0,0,0,0
aten::unsqueeze,,,1.42,2.34,0,0,0,0
aten::as_strided,,,0.92,0.92,0,0,0,0
empty_tensor,,,4.33,4.33,0,0,0,0
format_contiguousV2,,,1.06,1.06,0,0,0,0
Conv2D,,,85.77,85.77,101.772,101.772,6.482,6.482
aten::squeeze,,,2.13,3.85,0,0,0,0
aten::as_strided,,,1.72,1.72,0,0,0,0
aten::squeeze,,,0.82,1.68,0,0,0,0
aten::as_strided,,,0.86,0.86,0,0,0,0
aten::alias,,,2.09,2.09,0,0,0,0
aten::pad,,,2.1,39.94,0,9.38,0,0
aten::constant_pad_nd,,,10.99,37.84,0,9.38,0,0
empty_tensor,,,5.55,5.55,0,0,0,0
aclnnConstantPadNd,,,21.3,21.3,9.38,9.38,0,0
aten::to,,,2.08,24.5,0,1.4,0,0
npu::_npu_dtype_cast,,,5.58,22.42,0,1.4,0,0
empty_tensor,,,4.18,4.18,0,0,0,0
aclnnCast,,,12.66,12.66,1.4,1.4,0,0
aten::copy_,,,57.07,136.14,0,15.142000000000001,0,0
aclnnInplaceCopy,,,79.07,79.07,15.142000000000001,15.142000000000001,0,0
aten::silu,,,6.53,24.45,0,1.3,0,0
empty_tensor,,,4.3,4.3,0,0,0,0
aclnnSilu,,,13.62,13.62,1.3,1.3,0,0
aten::to,,,1.59,19.82,0,1.22,0,0
npu::_npu_dtype_cast,,,4.37,18.23,0,1.22,0,0
empty_tensor,,,3.01,3.01,0,0,0,0
aclnnCast,,,10.85,10.85,1.22,1.22,0,0
aten::select,,,6.25,8.4,0,0,0,0
aten::as_strided,,,2.15,2.15,0,0,0,0
aten::eq,,,5.99,22.46,0,1.72,0,0
empty_tensor,,,2.61,2.61,0,0,0,0
aclnnEqScalar,,,13.86,13.86,1.72,1.72,0,0
aten::is_nonzero,,,1.35,50.36,0,0,0,0
aten::item,,,1.66,49.01,0,0,0,0
aten::_local_scalar_dense,,,47.35,47.35,0,0,0,0
aten::select,,,4.56,6.42,0,0,0,0
aten::as_strided,,,1.86,1.86,0,0,0,0
aten::item,,,1.07,22.98,0,0,0,0
aten::_local_scalar_dense,,,21.91,21.91,0,0,0,0
aten::select,,,2.75,4.38,0,0,0,0
aten::as_strided,,,1.63,1.63,0,0,0,0
aten::alias,,,2.58,2.58,0,0,0,0
aten::unsqueeze,,,2.41,3.37,0,0,0,0
aten::as_strided,,,0.96,0.96,0,0,0,0
aten::select,,,1.48,2.42,0,0,0,0
aten::as_strided,,,0.94,0.94,0,0,0,0
aten::item,,,0.95,20.19,0,0,0,0
aten::_local_scalar_dense,,,19.24,19.24,0,0,0,0
aten::select,,,2.25,3.39,0,0,0,0
aten::as_strided,,,1.14,1.14,0,0,0,0
aten::alias,,,2.23,2.23,0,0,0,0
aten::to,,,2.05,138.09,0,22.622,0,0
npu::_npu_dtype_cast,,,57.6,136.04,0,22.622,0,0
empty_tensor,,,8.42,8.42,0,0,0,0
aclnnCast,,,70.02,70.02,22.622,22.622,0,0
aten::cat,,,50.25,111.43,0,36.444,0,0
empty_tensor,,,5.41,5.41,0,0,0,0
aclnnCat,,,55.77,55.77,36.444,36.444,0,0
aten::unsqueeze,,,4.94,7.32,0,0,0,0
aten::as_strided,,,2.38,2.38,0,0,0,0
aten::conv1d,,,3.13,152.65,0,145.576,0,28.242
aten::unsqueeze,,,0.93,1.98,0,0,0,0
aten::as_strided,,,1.05,1.05,0,0,0,0
aten::convolution,,,3.19,145.94,0,145.576,0,28.242
aten::_convolution,,,41.85,142.75,0,145.576,0,28.242
aten::unsqueeze,,,0.83,1.99,0,0,0,0
aten::as_strided,,,1.16,1.16,0,0,0,0
aten::unsqueeze,,,2.26,3.07,0,0,0,0
aten::as_strided,,,0.81,0.81,0,0,0,0
empty_tensor,,,4.78,4.78,0,0,0,0
format_contiguousV2,,,1.05,1.05,0,0,0,0
Conv2D,,,86.48,86.48,145.576,145.576,28.242,28.242
aten::squeeze,,,2.04,3.53,0,0,0,0
aten::as_strided,,,1.49,1.49,0,0,0,0
aten::squeeze,,,0.85,1.6,0,0,0,0
aten::as_strided,,,0.75,0.75,0,0,0,0
aten::alias,,,2.03,2.03,0,0,0,0
aten::pad,,,1.95,40.39,0,13.86,0,0
aten::constant_pad_nd,,,11.22,38.44,0,13.86,0,0
empty_tensor,,,5.68,5.68,0,0,0,0
aclnnConstantPadNd,,,21.54,21.54,13.86,13.86,0,0
aten::to,,,2.12,23.04,0,1.48,0,0
npu::_npu_dtype_cast,,,5.23,20.92,0,1.48,0,0
empty_tensor,,,3.64,3.64,0,0,0,0
aclnnCast,,,12.05,12.05,1.48,1.48,0,0
aten::copy_,,,57.78,155.67,0,15.16,0,0
aclnnInplaceCopy,,,97.89,97.89,15.16,15.16,0,0
aten::silu,,,7.59,28.67,0,15.362,0,0
empty_tensor,,,7.38,7.38,0,0,0,0
aclnnSilu,,,13.7,13.7,15.362,15.362,0,0
aten::to,,,1.83,22.98,0,9.902,0,0
npu::_npu_dtype_cast,,,4.6,21.15,0,9.902,0,0
empty_tensor,,,5.43,5.43,0,0,0,0
aclnnCast,,,11.12,11.12,9.902,9.902,0,0
aten::cat,,,36.57,84.32,0,34.544,0,0
empty_tensor,,,3.45,3.45,0,0,0,0
aclnnCat,,,44.3,44.3,34.544,34.544,0,0
aten::cat,,,23.85,55.46,0,9.88,0,0
empty_tensor,,,5.12,5.12,0,0,0,0
aclnnCat,,,26.49,26.49,9.88,9.88,0,0
aten::transpose,,,3.03,5.78,0,0,0,0
aten::as_strided,,,2.75,2.75,0,0,0,0
aten::transpose,,,0.65,1.65,0,0,0,0
aten::as_strided,,,1.0,1.0,0,0,0,0
aten::contiguous,,,1.91,77.05,0,35.124,0,0
aten::clone,,,3.04,75.14,0,35.124,0,0
empty_tensor,,,4.05,4.05,0,0,0,0
aten::copy_,,,40.63,68.05,0,35.124,0,0
aclnnInplaceCopy,,,27.42,27.42,35.124,35.124,0,0
aten::slice,,,5.24,7.27,0,0,0,0
aten::as_strided,,,2.03,2.03,0,0,0,0
aten::slice,,,1.67,2.44,0,0,0,0
aten::as_strided,,,0.77,0.77,0,0,0,0
aten::sub,,,8.95,27.44,0,1.26,0,0
empty_tensor,,,3.23,3.23,0,0,0,0
aclnnSub,,,15.26,15.26,1.26,1.26,0,0
aten::resolve_conj,,,0.58,0.58,0,0,0,0
aten::resolve_neg,,,0.44,0.44,0,0,0,0
aten::to,,,2.21,58.1,0,0,0,0
aten::_to_copy,,,3.56,55.89,0,0,0,0
aten::empty,,,3.29,3.29,0,0,0,0
aten::copy_,,,49.04,49.04,0,0,0,0
aten::split_with_sizes,,,4.21,9.6,0,0,0,0
aten::as_strided,,,2.13,2.13,0,0,0,0
aten::as_strided,,,0.6,0.6,0,0,0,0
aten::as_strided,,,1.25,1.25,0,0,0,0
aten::as_strided,,,0.7,0.7,0,0,0,0
aten::as_strided,,,0.71,0.71,0,0,0,0
aten::slice,,,3.32,4.49,0,0,0,0
aten::as_strided,,,1.17,1.17,0,0,0,0
aten::slice,,,1.44,3.14,0,0,0,0
aten::as_strided,,,1.7,1.7,0,0,0,0
aten::arange,,,9.74,36.29,0,8.0,0,0
empty_tensor,,,4.77,4.77,0,0,0,0
aclnnArange,,,21.78,21.78,8.0,8.0,0,0
aten::unsqueeze,,,3.13,4.17,0,0,0,0
aten::as_strided,,,1.04,1.04,0,0,0,0
aten::sub,,,39.33,97.74,0,1.56,0,0
empty_tensor,,,2.84,2.84,0,0,0,0
aten::item,,,1.39,2.8,0,0,0,0
aten::_local_scalar_dense,,,1.41,1.41,0,0,0,0
aclnnSubs,,,52.77,52.77,1.56,1.56,0,0
aten::unsqueeze,,,1.93,3.53,0,0,0,0
aten::as_strided,,,1.6,1.6,0,0,0,0
aten::add,,,11.11,34.79,0,3.6399999999999997,0,0
empty_tensor,,,4.06,4.06,0,0,0,0
aclnnAdd,,,19.62,19.62,3.6399999999999997,3.6399999999999997,0,0
aten::index,,,68.8,128.27,0,58.82600000000001,0,0
empty_tensor,,,1.58,1.58,0,0,0,0
empty_tensor,,,2.44,2.44,0,0,0,0
aclnnIndex,,,55.45,55.45,58.82600000000001,58.82600000000001,0,0
aten::permute,,,2.34,4.21,0,0,0,0
aten::as_strided,,,1.87,1.87,0,0,0,0
aten::select,,,5.22,6.47,0,0,0,0
aten::as_strided,,,1.25,1.25,0,0,0,0
aten::eq,,,7.42,27.01,0,1.44,0,0
empty_tensor,,,3.52,3.52,0,0,0,0
aclnnEqScalar,,,16.07,16.07,1.44,1.44,0,0
aten::is_nonzero,,,1.35,50.46,0,0,0,0
aten::item,,,1.5,49.11,0,0,0,0
aten::_local_scalar_dense,,,47.61,47.61,0,0,0,0
aten::select,,,4.48,5.86,0,0,0,0
aten::as_strided,,,1.38,1.38,0,0,0,0
aten::item,,,1.2,22.81,0,0,0,0
aten::_local_scalar_dense,,,21.61,21.61,0,0,0,0
aten::select,,,2.67,4.6,0,0,0,0
aten::as_strided,,,1.93,1.93,0,0,0,0
aten::alias,,,2.78,2.78,0,0,0,0
aten::unsqueeze,,,2.14,3.11,0,0,0,0
aten::as_strided,,,0.97,0.97,0,0,0,0
aten::select,,,1.32,2.11,0,0,0,0
aten::as_strided,,,0.79,0.79,0,0,0,0
aten::item,,,0.88,22.91,0,0,0,0
aten::_local_scalar_dense,,,22.03,22.03,0,0,0,0
aten::select,,,2.19,3.62,0,0,0,0
aten::as_strided,,,1.43,1.43,0,0,0,0
aten::alias,,,1.62,1.62,0,0,0,0
aten::to,,,2.57,136.12,0,5.58,0,0
npu::_npu_dtype_cast,,,56.84,133.55,0,5.58,0,0
empty_tensor,,,5.61,5.61,0,0,0,0
aclnnCast,,,71.1,71.1,5.58,5.58,0,0
aten::cat,,,48.5,106.89,0,14.942,0,0
empty_tensor,,,4.62,4.62,0,0,0,0
aclnnCat,,,53.77,53.77,14.942,14.942,0,0
aten::unsqueeze,,,12.32,14.75,0,0,0,0
aten::as_strided,,,2.43,2.43,0,0,0,0
aten::conv1d,,,3.82,180.66,0,103.71000000000001,0,6.122
aten::unsqueeze,,,0.82,5.33,0,0,0,0
aten::as_strided,,,4.51,4.51,0,0,0,0
aten::convolution,,,3.17,165.89,0,103.71000000000001,0,6.122
aten::_convolution,,,57.57,162.72,0,103.71000000000001,0,6.122
aten::unsqueeze,,,0.97,5.17,0,0,0,0
aten::as_strided,,,4.2,4.2,0,0,0,0
aten::unsqueeze,,,1.33,2.11,0,0,0,0
aten::as_strided,,,0.78,0.78,0,0,0,0
empty_tensor,,,6.58,6.58,0,0,0,0
format_contiguousV2,,,0.97,0.97,0,0,0,0
Conv2D,,,86.58,86.58,103.71000000000001,103.71000000000001,6.122,6.122
aten::squeeze,,,2.18,3.74,0,0,0,0
aten::as_strided,,,1.56,1.56,0,0,0,0
aten::squeeze,,,4.91,5.62,0,0,0,0
aten::as_strided,,,0.71,0.71,0,0,0,0
aten::alias,,,1.97,1.97,0,0,0,0
aten::pad,,,1.83,42.18,0,9.64,0,0
